aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
0.16	-0.12	-0.13	-0.75	-0.82	0.66	0.63	60.0	-0.06	-1.98	0.55	-0.11	-3.45	0.93	0.0	1593521313.0565348	89.11
	-0.12	-0.13	-0.75	-0.83	0.66	0.62	60.0	-0.23	-1.68	0.85	-0.92	-3.3	2.78	0.0	1593521313.089281	90.84
-0.15	-0.12	-0.13	-0.75	-0.83	0.65	0.63	60.0	0.09	0.4	1.11	-2.66	-3.25	5.07	0.0	1593521313.1207385	94.13
0.22	-0.12	-0.14	-0.75	-0.82	0.65	0.63	60.0	0.05	2.21	1.1	-3.71	-3.31	7.62	0.0	1593521313.1528053	96.83
0.12	-0.12	-0.14	-0.76	-0.82	0.65	0.63	60.0	-0.08	3.01	1.65	-4.12	-3.34	9.02	0.0	1593521313.182184	98.5
0.69	-0.12	-0.16	-0.75	-0.84	0.65	0.63	60.0	0.0	8.15	2.56	-6.05	-3.71	20.18	0.0	1593521313.2135756	100.0
1.14	-0.12	-0.17	-0.75	-0.85	0.65	0.63	60.0	0.29	22.52	4.21	-4.4	-4.18	30.55	0.0	1593521313.2426827	100.0
0.96	-0.13	-0.2	-0.75	-0.9	0.65	0.62	60.0	0.09	48.38	2.31	-29.69	-4.06	71.13	0.0	1593521313.2736218	100.0
0.69	-0.14	-0.16	-0.75	-0.87	0.66	0.63	60.0	0.03	52.29	4.7	-11.42	-3.94	84.18	0.0	1593521313.3077626	100.0
-4.17	-0.15	0.04	-0.74	-0.98	0.68	0.64	60.0	0.03	-22.92	3.6	8.12	-4.2	121.05	0.0	1593521313.3398345	100.0
-5.32	-0.18	-0.04	-0.76	-0.67	0.61	0.46	60.0	0.18	-1.36	2.81	-13.15	-4.67	147.59	0.0	1593521313.3720183	100.0
3.15	-0.05	-0.46	-0.77	-0.73	0.72	0.66	60.0	0.03	7.86	6.06	-28.87	-4.46	156.12	0.0	1593521313.3998709	100.0
8.88	-0.16	-0.36	-0.74	-0.46	0.64	0.7	60.0	-0.03	12.11	-1.08	-10.35	-2.73	146.15	0.0	1593521313.4329998	100.0
2.44	-0.17	0.07	-0.74	-0.69	0.66	0.67	60.0	0.02	-15.56	-0.9	0.18	-4.03	128.09	0.0	1593521313.461152	100.0
31.28	-0.07	-0.71	-0.77	-0.3	0.62	0.79	60.0	0.17	-21.65	2.23	-3.16	-3.65	93.31	0.0	1593521313.4930594	87.67
31.42	-0.13	-0.41	-0.75	-0.46	0.63	0.7	60.0	-0.38	1.27	-0.17	-4.99	-3.16	85.83	0.0	1593521313.5231817	88.5
33.57	-0.12	-0.52	-0.75	-0.54	0.69	0.78	60.0	-0.08	-27.48	-0.63	1.68	-3.33	55.48	0.0	1593521313.5537052	87.53
31.05	-0.12	-0.41	-0.73	-0.66	0.62	0.78	60.0	-0.06	-9.19	-0.75	13.98	-3.68	76.87	0.0	1593521313.5843306	91.1
33.02	-0.13	-0.61	-0.76	-0.46	0.6	0.7	60.0	0.0	-14.43	1.98	8.66	-3.73	68.64	0.0	1593521313.6147254	90.33
34.02	-0.09	-0.6	-0.73	-0.56	0.62	0.68	60.0	-0.12	-1.28	2.03	1.89	-3.16	77.19	0.0	1593521313.6456304	89.98
41.41	-0.13	-0.62	-0.72	-0.3	0.66	0.5	60.0	-0.14	40.26	3.47	-24.99	-3.36	80.08	0.0	1593521313.6764638	82.93
38.75	-0.1	-0.7	-0.74	-0.42	0.67	0.73	60.0	-0.29	0.18	2.75	-2.15	-3.42	68.82	0.0	1593521313.7143219	87.08
41.94	-0.11	-0.59	-0.75	-0.32	0.66	0.7	60.0	0.03	-2.99	1.3	-2.24	-3.74	51.48	0.0	1593521313.743477	84.11
49.79	-0.08	-0.5	-0.72	-0.32	0.61	0.68	60.0	0.27	18.98	1.25	-3.34	-2.61	58.32	0.0	1593521313.7739394	75.71
50.64	-0.19	-0.76	-0.76	-0.36	0.69	0.72	60.0	-0.09	-21.33	-0.29	1.21	-3.76	22.73	0.0	1593521313.8042066	75.42
47.89	-0.15	-0.74	-0.75	-0.44	0.65	0.71	60.0	-0.12	-10.56	2.24	9.02	-3.45	28.12	0.0	1593521313.8353064	78.81
49.31	-0.11	-0.76	-0.74	-0.4	0.65	0.65	60.0	0.18	-4.26	1.76	0.17	-3.37	31.1	0.0	1593521313.866261	77.77
50.9	-0.12	-0.69	-0.75	-0.37	0.66	0.69	60.0	-0.08	-2.35	-0.12	-2.12	-3.02	28.9	0.0	1593521313.9037094	76.53
50.79	-0.11	-0.52	-0.75	-0.38	0.65	0.64	60.0	-0.05	-0.73	1.04	-1.56	-3.04	21.33	0.0	1593521313.93421	76.91
51.16	-0.14	-0.71	-0.75	-0.32	0.64	0.67	60.0	0.23	-7.65	4.5	1.97	-3.69	7.91	0.0	1593521313.964648	76.98
51.22	-0.15	-0.68	-0.75	-0.29	0.64	0.68	60.0	0.05	3.57	-0.11	2.02	-3.08	5.37	0.0	1593521313.9953268	77.17
52.92	-0.13	-0.66	-0.75	-0.33	0.66	0.68	60.0	-0.11	-5.51	0.0	1.18	-3.22	3.07	0.0	1593521314.02724	75.69
53.06	-0.13	-0.68	-0.75	-0.35	0.65	0.68	60.0	-0.08	-5.02	0.12	0.9	-3.16	1.13	0.0	1593521314.0571325	75.72
52.75	-0.13	-0.69	-0.75	-0.35	0.66	0.69	60.0	-0.09	-1.5	0.72	-1.19	-3.28	1.13	0.0	1593521314.0900955	76.44
52.91	-0.13	-0.68	-0.75	-0.35	0.66	0.69	60.0	-0.17	-3.59	0.31	1.63	-3.27	0.02	0.0	1593521314.125564	76.63
53.06	-0.13	-0.68	-0.75	-0.35	0.65	0.68	60.0	-0.09	-5.04	0.78	2.81	-3.27	-1.4	0.0	1593521314.1565573	76.64
52.95	-0.13	-0.68	-0.75	-0.35	0.66	0.69	60.0	0.0	-5.74	0.58	3.73	-3.11	-1.39	0.0	1593521314.1874049	77.13
52.75	-0.14	-0.68	-0.75	-0.35	0.65	0.68	60.0	-0.21	-4.89	0.44	2.58	-3.11	-1.13	0.0	1593521314.2173967	77.54
52.5	-0.13	-0.69	-0.75	-0.36	0.65	0.68	60.0	0.03	-2.15	0.47	0.17	-3.04	-0.81	0.0	1593521314.2482097	78.2
52.71	-0.13	-0.69	-0.75	-0.35	0.65	0.69	60.0	-0.21	-0.78	0.4	-0.6	-3.19	-0.76	0.0	1593521314.2809393	78.35
52.45	-0.14	-0.68	-0.75	-0.36	0.66	0.68	60.0	-0.09	-0.72	0.12	-0.38	-3.08	-1.05	0.0	1593521314.314345	78.83
52.38	-0.14	-0.68	-0.75	-0.35	0.66	0.69	60.0	0.08	-1.79	0.11	0.69	-3.22	-1.37	0.0	1593521314.3470266	79.3
52.58	-0.14	-0.69	-0.75	-0.36	0.65	0.68	60.0	-0.12	-2.14	0.4	0.49	-3.25	-1.18	0.0	1593521314.3757663	79.27
52.5	-0.13	-0.68	-0.75	-0.36	0.65	0.68	60.0	0.02	-2.31	0.06	0.95	-3.31	-1.16	0.0	1593521314.40658	79.75
52.62	-0.13	-0.68	-0.75	-0.35	0.65	0.69	60.0	-0.09	-3.18	0.49	1.34	-3.31	-1.11	0.0	1593521314.4365773	79.81
52.82	-0.13	-0.68	-0.75	-0.35	0.65	0.68	60.0	-0.08	-3.88	0.4	2.09	-3.1	-1.24	0.0	1593521314.4674284	79.97
52.68	-0.13	-0.69	-0.75	-0.36	0.65	0.69	60.0	-0.2	-3.83	0.46	1.54	-3.31	-0.9	0.0	1593521314.4982667	80.32
52.5	-0.13	-0.69	-0.75	-0.36	0.66	0.69	60.0	-0.08	-2.4	0.4	0.4	-3.07	-0.17	0.0	1593521314.530339	80.9
52.32	-0.13	-0.69	-0.75	-0.36	0.64	0.68	60.0	-0.08	-1.66	0.27	-0.08	-3.16	0.24	0.0	1593521314.5596302	81.3
52.56	-0.12	-0.69	-0.75	-0.36	0.65	0.67	60.0	-0.17	-1.19	0.53	-0.58	-3.4	0.72	0.0	1593521314.5917525	81.42
52.51	-0.14	-0.69	-0.75	-0.35	0.65	0.68	60.0	-0.03	-1.39	0.56	-0.73	-3.42	0.95	0.0	1593521314.620478	81.68
52.42	-0.13	-0.69	-0.75	-0.36	0.65	0.69	60.0	-0.08	-1.56	0.55	-0.58	-2.95	1.33	0.0	1593521314.6524475	82.17
52.34	-0.13	-0.68	-0.75	-0.36	0.65	0.68	60.0	-0.27	-1.6	0.67	-0.46	-3.24	1.59	0.0	1593521314.6836793	82.45
52.51	-0.13	-0.68	-0.74	-0.35	0.64	0.68	60.0	-0.35	-2.09	0.79	-0.6	-3.28	2.27	0.0	1593521314.7191777	82.66
52.47	-0.13	-0.69	-0.75	-0.36	0.65	0.69	60.0	-0.15	-1.85	0.78	-0.84	-3.45	2.93	0.0	1593521314.7497923	83.1
52.51	-0.13	-0.69	-0.75	-0.36	0.66	0.67	60.0	-0.06	-1.85	0.82	-0.9	-3.33	2.92	0.0	1593521314.7800095	83.25
52.63	-0.13	-0.68	-0.75	-0.35	0.65	0.69	60.0	-0.09	-1.05	0.69	-1.56	-3.1	4.17	0.0	1593521314.8110297	83.5
