aIMU0	accx0	accx1	accy0	accy1	accz0	accz1	aref0	gyrx0	gyrx1	gyry0	gyry1	gyrz0	gyrz1	pref0	time	u0
-0.28	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.11	-1.97	0.66	0.12	-3.25	0.46	0.0	1593518226.13759	18.94
-0.39	-0.12	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.24	-2.12	0.37	0.0	-3.08	0.4	0.0	1593518226.1682034	19.08
-0.3	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.06	-1.98	0.61	-0.08	-3.19	0.35	0.0	1593518226.1990173	18.99
-0.31	-0.13	-0.13	-0.75	-0.83	0.66	0.62	0.0	-0.17	-2.03	0.55	-0.05	-3.25	0.32	0.0	1593518226.2294269	19.01
-0.26	-0.13	-0.13	-0.74	-0.82	0.66	0.63	0.0	0.12	-2.06	0.6	-0.11	-3.34	0.53	0.0	1593518226.2692885	18.97
-0.17	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.02	-2.2	0.38	-0.23	-3.36	0.29	0.0	1593518226.3000138	18.88
-0.14	-0.13	-0.14	-0.75	-0.82	0.66	0.63	0.0	-0.08	-1.82	0.67	-0.24	-3.15	0.58	0.0	1593518226.3327303	18.86
0.11	-0.12	-0.14	-0.75	-0.82	0.66	0.63	0.0	-0.09	-1.82	0.52	-0.05	-3.19	0.43	0.0	1593518226.3616292	18.58
0.12	-0.12	-0.14	-0.75	-0.81	0.66	0.62	0.0	0.02	-1.83	0.55	-0.32	-3.42	0.56	0.0	1593518226.3925796	18.57
	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.09	-1.83	0.43	-0.32	-3.34	0.69	0.0	1593518226.4245868	18.7
-0.17	-0.12	-0.13	-0.75	-0.82	0.66	0.62	0.0	-0.03	-2.02	0.37	-0.06	-3.42	0.67	0.0	1593518226.459028	18.89
-0.09	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.24	-1.89	0.58	-0.14	-3.28	0.67	0.0	1593518226.490158	18.8
-0.05	-0.12	-0.13	-0.75	-0.82	0.65	0.63	0.0	0.14	-2.05	0.44	0.09	-3.42	0.26	0.0	1593518226.5206864	18.76
-0.21	-0.12	-0.13	-0.75	-0.82	0.66	0.62	0.0	0.11	-2.05	0.29	0.12	-3.37	0.11	0.0	1593518226.5600393	18.95
-0.36	-0.12	-0.12	-0.75	-0.83	0.66	0.63	0.0	-0.02	-2.23	0.46	0.05	-3.36	0.23	0.0	1593518226.5929296	19.13
-0.28	-0.11	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.09	-1.94	0.5	0.05	-3.22	0.4	0.0	1593518226.625095	19.05
-0.22	-0.13	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.08	-2.09	0.58	0.11	-3.19	0.27	0.0	1593518226.6579807	18.99
-0.05	-0.12	-0.14	-0.75	-0.82	0.65	0.62	0.0	-0.14	-2.08	0.72	0.14	-3.34	0.35	0.0	1593518226.6949744	18.81
-0.22	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	0.08	-1.88	0.5	0.2	-3.31	0.56	0.0	1593518226.7297754	19.01
-0.19	-0.13	-0.13	-0.75	-0.82	0.65	0.63	0.0	-0.09	-1.83	0.35	-0.05	-3.21	0.5	0.0	1593518226.7603955	18.98
-0.24	-0.12	-0.14	-0.75	-0.82	0.66	0.62	0.0	0.02	-2.03	0.47	0.05	-3.47	0.15	0.0	1593518226.797903	19.05
-0.01	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.06	-2.05	0.58	-0.09	-3.31	0.32	0.0	1593518226.8293257	18.8
-0.12	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	-0.29	-2.05	0.49	0.18	-3.31	0.43	0.0	1593518226.86773	18.93
-0.09	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.05	-1.92	0.49	0.05	-3.25	0.27	0.0	1593518226.8980873	18.9
-0.02	-0.12	-0.13	-0.75	-0.83	0.67	0.63	0.0	-0.05	-2.06	0.37	0.15	-3.13	0.32	0.0	1593518226.930149	18.82
-0.15	-0.12	-0.13	-0.75	-0.82	0.66	0.63	0.0	-0.18	-1.86	0.4	-0.17	-3.34	0.64	0.0	1593518226.9597032	18.97
-0.11	-0.12	-0.13	-0.75	-0.82	0.65	0.62	0.0	0.02	-2.08	0.63	-0.03	-3.33	0.14	0.0	1593518226.9926908	18.93
-0.3	-0.12	-0.14	-0.75	-0.82	0.66	0.62	0.0	-0.02	-2.18	0.75	0.08	-3.39	0.24	0.0	1593518227.02184	19.15
	-0.12	-0.13	-0.75	-0.83	0.66	0.63	0.0	-0.12	-2.08	0.32	0.08	-3.4	0.14	0.0	1593518227.0546067	18.82
-0.22	-0.12	-0.13	-0.74	-0.82	0.66	0.63	60.0	-0.02	-2.15	0.38	0.12	-3.16	0.06	0.0	1593518227.092688	87.3
-0.15	-0.12	-0.13	-0.75	-0.82	0.66	0.63	60.0	-0.31	-2.08	0.38	0.12	-3.18	0.31	0.0	1593518227.1214423	87.64
-0.23	-0.12	-0.13	-0.75	-0.82	0.66	0.63	60.0	0.09	-2.0	0.58	-0.32	-3.13	1.37	0.0	1593518227.152949	90.87
-0.21	-0.13	-0.14	-0.74	-0.82	0.66	0.62	60.0	-0.08	-1.25	0.66	-0.85	-3.27	2.34	0.0	1593518227.1818824	92.41
-0.25	-0.12	-0.13	-0.74	-0.83	0.65	0.63	60.0	-0.17	-0.2	0.82	-1.86	-3.19	4.18	0.0	1593518227.212629	95.59
	-0.12	-0.14	-0.74	-0.83	0.66	0.63	60.0	-0.09	1.19	1.19	-2.79	-3.57	7.3	0.0	1593518227.2448335	98.43
0.57	-0.12	-0.15	-0.75	-0.85	0.66	0.63	60.0	-0.06	5.36	2.47	-7.48	-3.65	19.01	0.0	1593518227.283036	100.0
0.57	-0.12	-0.15	-0.75	-0.87	0.66	0.62	60.0	0.37	17.63	4.37	-10.78	-4.09	31.42	0.0	1593518227.3134763	100.0
0.15	-0.12	-0.13	-0.75	-0.88	0.65	0.65	60.0	0.11	50.87	4.72	-15.8	-4.79	61.98	0.0	1593518227.3442435	100.0
0.93	-0.13	-0.15	-0.75	-0.75	0.65	0.72	60.0	0.2	51.31	2.31	-19.68	-3.86	59.28	0.0	1593518227.3752894	100.0
